spid,spid_legacy,chid,stkc,stkc_unit,tested_conc,tested_conc_unit,MTT
TP0000905H11,TX006143,47246,20,mM,2,uM,101.7
TP0000958E02,TX006143,47246,20,mM,2,uM,101.7
TP0000972E02,TX006143,47246,20,mM,2,uM,101.7
TP0000984E02,TX006143,47246,20,mM,2,uM,101.7
TP0001056H06,TX006143,47246,20,mM,2,uM,101.7
TP0001065H06,TX006143,47246,20,mM,2,uM,101.7
TP0001207N15,TX006143,47246,20,mM,2,uM,101.7
TP0001291B10,TX006143,47246,10,mM,2,uM,101.7
T05_1A03,TX006145,47249,20,mM,20,uM,95.9
TP0000268G04,TX006145,47249,19.8,mM,20,uM,95.9
TP0000294G04,TX006145,47249,19.8,mM,20,uM,95.9
TP0000323A02,TX006145,47249,19.8,mM,20,uM,95.9
TP0000377G04,TX006145,47249,19.8,mM,20,uM,95.9
TP0000378G04,TX006145,47249,19.8,mM,20,uM,95.9
TP0000698A11,TX006145,47249,20,mM,20,uM,95.9
TP0000817D03,TX006145,47249,20,mM,20,uM,95.9
TP0000846A04,TX006145,47249,20,mM,20,uM,95.9
TP0000906B01,TX006145,47249,20,mM,20,uM,95.9
TP0000957A02,TX006145,47249,20,mM,20,uM,95.9
TP0000971A02,TX006145,47249,20,mM,20,uM,95.9
TP0000983A02,TX006145,47249,20,mM,20,uM,95.9
TP0001061H02,TX006145,47249,20,mM,20,uM,95.9
TP0001070H02,TX006145,47249,20,mM,20,uM,95.9
TP0001208D06,TX006145,47249,20,mM,20,uM,95.9
T05_1A04,TX006146,47251,20,mM,20,uM,92.1
TP0000268A09,TX006146,47251,20,mM,20,uM,92.1
TP0000294A09,TX006146,47251,20,mM,20,uM,92.1
TP0000326A10,TX006146,47251,20,mM,20,uM,92.1
TP0000377A09,TX006146,47251,20,mM,20,uM,92.1
TP0000379A03,TX006146,47251,20,mM,20,uM,92.1
TP0000690A06,TX006146,47251,20,mM,20,uM,92.1
TP0000816B10,TX006146,47251,20,mM,20,uM,92.1
TP0000903A07,TX006146,47251,20,mM,20,uM,92.1
TP0000952G10,TX006146,47251,20,mM,20,uM,92.1
TP0000966G10,TX006146,47251,20,mM,20,uM,92.1
TP0000978G10,TX006146,47251,20,mM,20,uM,92.1
TP0001058G02,TX006146,47251,20,mM,20,uM,92.1
TP0001067G02,TX006146,47251,20,mM,20,uM,92.1
TP0001207G04,TX006146,47251,20,mM,20,uM,92.1
TP0001290A07,TX006146,47251,20,mM,20,uM,92.1
T05_1A05,TX006147,47252,20,mM,20,uM,87.3
TP0000268E09,TX006147,47252,20,mM,20,uM,87.3
TP0000294E09,TX006147,47252,20,mM,20,uM,87.3
TP0000327A04,TX006147,47252,20,mM,20,uM,87.3
TP0000377E09,TX006147,47252,20,mM,20,uM,87.3
TP0000379E03,TX006147,47252,20,mM,20,uM,87.3
TP0000813E03,TX006147,47252,20,mM,20,uM,87.3
TP0000880D01,TX006147,47252,20,mM,20,uM,87.3
TP0000960B04,TX006147,47252,20,mM,20,uM,87.3
TP0000986A06,TX006147,47252,20,mM,20,uM,87.3
TP0000987A06,TX006147,47252,20,mM,20,uM,87.3
TP0001054H11,TX006147,47252,20,mM,20,uM,87.3
TP0001063H11,TX006147,47252,20,mM,20,uM,87.3
TP0001206P05,TX006147,47252,20,mM,20,uM,87.3
TP0001292B12,TX006147,47252,20,mM,20,uM,87.3
T05_1A11,TX006153,47259,10,mM,10,uM,103.3
TP0000397D03,TX006153,47259,10,mM,10,uM,103.3
TP0000447D03,TX006153,47259,10,mM,10,uM,103.3
TP0000448D03,TX006153,47259,10,mM,10,uM,103.3
TP0000459F06,TX006153,47259,10,mM,10,uM,103.3
TP0000493A09,TX006153,47259,10,mM,10,uM,103.3
TP0000815F04,TX006153,47259,10,mM,10,uM,103.3
TP0000853A01,TX006153,47259,10,mM,10,uM,103.3
TP0000900B09,TX006153,47259,10,mM,10,uM,103.3
TP0000954F05,TX006153,47259,10,mM,10,uM,103.3
TP0000968F05,TX006153,47259,10,mM,10,uM,103.3
TP0000980F05,TX006153,47259,10,mM,10,uM,103.3
TP0001055D06,TX006153,47259,10,mM,10,uM,103.3
TP0001064D06,TX006153,47259,10,mM,10,uM,103.3
TP0001207G20,TX006153,47259,10,mM,10,uM,103.3
TP0001291B07,TX006153,47259,10,mM,10,uM,103.3
T05_1B01,TX006155,47262,20,mM,20,uM,98.7
TP0000397G04,TX006155,47262,20,mM,20,uM,98.7
TP0000447G04,TX006155,47262,20,mM,20,uM,98.7
TP0000448G04,TX006155,47262,20,mM,20,uM,98.7
TP0000460A02,TX006155,47262,20,mM,20,uM,98.7
TP0000494A11,TX006155,47262,20,mM,20,uM,98.7
TP0000818D06,TX006155,47262,20,mM,20,uM,98.7
TP0000854A01,TX006155,47262,20,mM,20,uM,98.7
TP0000880E04,TX006155,47262,20,mM,20,uM,98.7
TP0000950C06,TX006155,47262,20,mM,20,uM,98.7
TP0000966C12,TX006155,47262,20,mM,20,uM,98.7
TP0000978C12,TX006155,47262,20,mM,20,uM,98.7
TP0001057E12,TX006155,47262,20,mM,20,uM,98.7
TP0001066E12,TX006155,47262,20,mM,20,uM,98.7
TP0001206A16,TX006155,47262,20,mM,20,uM,98.7
TP0001292C05,TX006155,47262,20,mM,20,uM,98.7
T05_1B03,TX006157,47264,10,mM,10,uM,103.1
TP0000397A04,TX006157,47264,10,mM,10,uM,103.1
TP0000447A04,TX006157,47264,10,mM,10,uM,103.1
TP0000448A04,TX006157,47264,10,mM,10,uM,103.1
TP0000460C01,TX006157,47264,10,mM,10,uM,103.1
TP0000494A04,TX006157,47264,10,mM,10,uM,103.1
TP0000819G12,TX006157,47264,10,mM,10,uM,103.1
TP0000853A10,TX006157,47264,10,mM,10,uM,103.1
TP0000905E03,TX006157,47264,10,mM,10,uM,103.1
TP0000952B09,TX006157,47264,10,mM,10,uM,103.1
TP0000966B09,TX006157,47264,10,mM,10,uM,103.1
TP0000978B09,TX006157,47264,10,mM,10,uM,103.1
TP0001055G05,TX006157,47264,10,mM,10,uM,103.1
TP0001064G05,TX006157,47264,10,mM,10,uM,103.1
TP0001207E09,TX006157,47264,10,mM,10,uM,103.1
TP0001293H04,TX006157,47264,10,mM,10,uM,103.1
T05_1B06,TX006160,47267,10,mM,10,uM,90.8
TP0000397C11,TX006160,47267,10,mM,10,uM,90.8
TP0000447C11,TX006160,47267,10,mM,10,uM,90.8
TP0000448C11,TX006160,47267,10,mM,10,uM,90.8
TP0000461E02,TX006160,47267,10,mM,10,uM,90.8
TP0000500A09,TX006160,47267,10,mM,10,uM,90.8
TP0000823F09,TX006160,47267,10,mM,10,uM,90.8
TP0000850A02,TX006160,47267,10,mM,10,uM,90.8
TP0000880E05,TX006160,47267,10,mM,10,uM,90.8
TP0000960C06,TX006160,47267,10,mM,10,uM,90.8
TP0000986G02,TX006160,47267,10,mM,10,uM,90.8
TP0000987G02,TX006160,47267,10,mM,10,uM,90.8
TP0001054E02,TX006160,47267,10,mM,10,uM,90.8
TP0001063E02,TX006160,47267,10,mM,10,uM,90.8
TP0001208C05,TX006160,47267,10,mM,10,uM,90.8
TP0001290H01,TX006160,47267,10,mM,10,uM,90.8
T05_1B09,TX006163,47271,20,mM,2,uM,98.6
TP0000397E08,TX006163,47271,20,mM,2,uM,98.6
TP0000447E08,TX006163,47271,20,mM,2,uM,98.6
TP0000448E08,TX006163,47271,20,mM,2,uM,98.6
TP0000460G05,TX006163,47271,20,mM,2,uM,98.6
TP0000498A04,TX006163,47271,20,mM,2,uM,98.6
TP0000820C07,TX006163,47271,20,mM,2,uM,98.6
TP0000857A06,TX006163,47271,20,mM,2,uM,98.6
TP0000904F12,TX006163,47271,20,mM,2,uM,98.6
TP0000953E03,TX006163,47271,20,mM,2,uM,98.6
TP0000967E03,TX006163,47271,20,mM,2,uM,98.6
TP0000979E03,TX006163,47271,20,mM,2,uM,98.6
TP0001055A09,TX006163,47271,20,mM,2,uM,98.6
TP0001064A09,TX006163,47271,20,mM,2,uM,98.6
TP0001206I23,TX006163,47271,20,mM,2,uM,98.6
TP0001293C01,TX006163,47271,20,mM,2,uM,98.6
T05_1C07,TX006174,47283,20,mM,20,uM,94.1
TP0000397A07,TX006174,47283,20,mM,20,uM,94.1
TP0000447A07,TX006174,47283,20,mM,20,uM,94.1
TP0000448A07,TX006174,47283,20,mM,20,uM,94.1
TP0000460C04,TX006174,47283,20,mM,20,uM,94.1
TP0000496A11,TX006174,47283,20,mM,20,uM,94.1
TP0000817B01,TX006174,47283,20,mM,20,uM,94.1
TP0000902C01,TX006174,47283,20,mM,20,uM,94.1
TP0000956G02,TX006174,47283,20,mM,20,uM,94.1
TP0000970G02,TX006174,47283,20,mM,20,uM,94.1
TP0000982G02,TX006174,47283,20,mM,20,uM,94.1
TP0001054E06,TX006174,47283,20,mM,20,uM,94.1
TP0001063E06,TX006174,47283,20,mM,20,uM,94.1
TP0001206K13,TX006174,47283,20,mM,20,uM,94.1
TP0001293D01,TX006174,47283,20,mM,20,uM,94.1
T05_1C10,TX006177,47286,20,mM,20,uM,101.9
TP0000397B02,TX006177,47286,20,mM,20,uM,101.9
TP0000447B02,TX006177,47286,20,mM,20,uM,101.9
TP0000448B02,TX006177,47286,20,mM,20,uM,101.9
TP0000459D05,TX006177,47286,20,mM,20,uM,101.9
TP0000492A08,TX006177,47286,20,mM,20,uM,101.9
TP0000815F02,TX006177,47286,20,mM,20,uM,101.9
TP0000902D02,TX006177,47286,20,mM,20,uM,101.9
TP0000960B08,TX006177,47286,20,mM,20,uM,101.9
TP0000986D10,TX006177,47286,20,mM,20,uM,101.9
TP0000987D10,TX006177,47286,20,mM,20,uM,101.9
TP0001061A12,TX006177,47286,20,mM,20,uM,101.9
TP0001070A12,TX006177,47286,20,mM,20,uM,101.9
TP0001208G13,TX006177,47286,20,mM,20,uM,101.9
TP0001290G02,TX006177,47286,20,mM,20,uM,101.9
T05_1C12,TX006179,47288,20,mM,2,uM,103.4
TP0000397F04,TX006179,47288,20,mM,2,uM,103.4
TP0000447F04,TX006179,47288,20,mM,2,uM,103.4
TP0000448F04,TX006179,47288,20,mM,2,uM,103.4
TP0000460H01,TX006179,47288,20,mM,2,uM,103.4
TP0000494A10,TX006179,47288,20,mM,2,uM,103.4
TP0000818C06,TX006179,47288,20,mM,2,uM,103.4
TP0000852A01,TX006179,47288,20,mM,2,uM,103.4
TP0000880H07,TX006179,47288,20,mM,2,uM,103.4
TP0000958F02,TX006179,47288,20,mM,2,uM,103.4
TP0000972F02,TX006179,47288,20,mM,2,uM,103.4
TP0000984F02,TX006179,47288,20,mM,2,uM,103.4
TP0001056D05,TX006179,47288,20,mM,2,uM,103.4
TP0001065D05,TX006179,47288,20,mM,2,uM,103.4
TP0001207M04,TX006179,47288,20,mM,2,uM,103.4
TP0001290C10,TX006179,47288,20,mM,2,uM,103.4
T05_1D01,TX006180,47289,20,mM,20,uM,99.9
TP0000397B05,TX006180,47289,20,mM,20,uM,99.9
TP0000447B05,TX006180,47289,20,mM,20,uM,99.9
TP0000448B05,TX006180,47289,20,mM,20,uM,99.9
TP0000460D02,TX006180,47289,20,mM,20,uM,99.9
TP0000495A04,TX006180,47289,20,mM,20,uM,99.9
TP0000820F03,TX006180,47289,20,mM,20,uM,99.9
TP0000900D08,TX006180,47289,20,mM,20,uM,99.9
TP0000957C08,TX006180,47289,20,mM,20,uM,99.9
TP0000971C08,TX006180,47289,20,mM,20,uM,99.9
TP0000983C08,TX006180,47289,20,mM,20,uM,99.9
TP0001058H02,TX006180,47289,20,mM,20,uM,99.9
TP0001067H02,TX006180,47289,20,mM,20,uM,99.9
TP0001208N03,TX006180,47289,20,mM,20,uM,99.9
TP0001291E07,TX006180,47289,10,mM,20,uM,99.9
T05_1D04,TX006183,47292,20,mM,20,uM,99.3
TP0000397E10,TX006183,47292,20,mM,20,uM,99.3
TP0000447E10,TX006183,47292,20,mM,20,uM,99.3
TP0000448E10,TX006183,47292,20,mM,20,uM,99.3
TP0000461G01,TX006183,47292,20,mM,20,uM,99.3
TP0000500A02,TX006183,47292,20,mM,20,uM,99.3
TP0000818H06,TX006183,47292,20,mM,20,uM,99.3
TP0000881D08,TX006183,47292,20,mM,20,uM,99.3
TP0000957A11,TX006183,47292,20,mM,20,uM,99.3
TP0000971A11,TX006183,47292,20,mM,20,uM,99.3
TP0000983A11,TX006183,47292,20,mM,20,uM,99.3
TP0001061C11,TX006183,47292,20,mM,20,uM,99.3
TP0001070C11,TX006183,47292,20,mM,20,uM,99.3
TP0001206C10,TX006183,47292,20,mM,20,uM,99.3
TP0001293G06,TX006183,47292,20,mM,20,uM,99.3
T05_1E01,TX006194,47305,20,mM,20,uM,96.9
TP0000397B11,TX006194,47305,20,mM,20,uM,96.9
TP0000447B11,TX006194,47305,20,mM,20,uM,96.9
TP0000448B11,TX006194,47305,20,mM,20,uM,96.9
TP0000461D02,TX006194,47305,20,mM,20,uM,96.9
TP0000500A08,TX006194,47305,20,mM,20,uM,96.9
TP0000822D03,TX006194,47305,20,mM,20,uM,96.9
TP0000880C05,TX006194,47305,20,mM,20,uM,96.9
TP0000949H10,TX006194,47305,20,mM,20,uM,96.9
TP0000963H10,TX006194,47305,20,mM,20,uM,96.9
TP0000975H10,TX006194,47305,20,mM,20,uM,96.9
TP0001056G11,TX006194,47305,20,mM,20,uM,96.9
TP0001065G11,TX006194,47305,20,mM,20,uM,96.9
TP0001206L05,TX006194,47305,20,mM,20,uM,96.9
TP0001292A12,TX006194,47305,20,mM,20,uM,96.9
T05_1E05,TX006198,47309,20,mM,20,uM,94.4
TP0000397G03,TX006198,47309,20,mM,20,uM,94.4
TP0000447G03,TX006198,47309,20,mM,20,uM,94.4
TP0000448G03,TX006198,47309,20,mM,20,uM,94.4
TP0000460A01,TX006198,47309,20,mM,20,uM,94.4
TP0000494A02,TX006198,47309,20,mM,20,uM,94.4
TP0000819F08,TX006198,47309,20,mM,20,uM,94.4
TP0000846A02,TX006198,47309,20,mM,20,uM,94.4
TP0000881C02,TX006198,47309,20,mM,20,uM,94.4
TP0000957D06,TX006198,47309,20,mM,20,uM,94.4
TP0000971D06,TX006198,47309,20,mM,20,uM,94.4
TP0000983D06,TX006198,47309,20,mM,20,uM,94.4
TP0001058A10,TX006198,47309,20,mM,20,uM,94.4
TP0001067A10,TX006198,47309,20,mM,20,uM,94.4
TP0001207D06,TX006198,47309,20,mM,20,uM,94.4
TP0001292E10,TX006198,47309,20,mM,20,uM,94.4
T05_1E06,TX006199,47316,18.7,mM,20,uM,90.4
TP0000268C07,TX006199,47316,20,mM,20,uM,90.4
TP0000294C07,TX006199,47316,20,mM,20,uM,90.4
TP0000325A04,TX006199,47316,20,mM,20,uM,90.4
TP0000377C07,TX006199,47316,20,mM,20,uM,90.4
TP0000379C01,TX006199,47316,20,mM,20,uM,90.4
TP0000819C10,TX006199,47316,20,mM,20,uM,90.4
TP0000904F06,TX006199,47316,20,mM,20,uM,90.4
TP0000958B02,TX006199,47316,20,mM,20,uM,90.4
TP0000972B02,TX006199,47316,20,mM,20,uM,90.4
TP0000984B02,TX006199,47316,20,mM,20,uM,90.4
TP0001060B03,TX006199,47316,20,mM,20,uM,90.4
TP0001069B03,TX006199,47316,20,mM,20,uM,90.4
TP0001207C16,TX006199,47316,20,mM,20,uM,90.4
TP0001293G01,TX006199,47316,20,mM,20,uM,90.4
T05_1E07,TX006200,47320,19.5,mM,0.19,uM,105.9
TP0000268D03,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000294D03,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000321A10,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000377D03,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000378D03,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000698A05,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000816H03,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000851A02,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000904B09,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000948H04,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000962H04,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0000974H04,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0001059E05,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0001068E05,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0001207A23,TX006200,47320,18.7,mM,0.19,uM,105.9
TP0001293B01,TX006200,47320,18.7,mM,0.19,uM,105.9
T05_1E08,TX006201,47319,9.32,mM,19.5,uM,94.5
TP0000268B06,TX006201,47319,19,mM,19.5,uM,94.5
TP0000294B06,TX006201,47319,19,mM,19.5,uM,94.5
TP0000324A04,TX006201,47319,19,mM,19.5,uM,94.5
TP0000377B06,TX006201,47319,19,mM,19.5,uM,94.5
TP0000378B06,TX006201,47319,19,mM,19.5,uM,94.5
TP0000818B08,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0000902B11,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0000960H06,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0000986A09,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0000987A09,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0001059D04,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0001068D04,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0001206G08,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0001293H06,TX006201,47319,19.5,mM,19.5,uM,94.5
TP0000268F10,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000294F10,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000328A04,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000348A06,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000377F10,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000379F04,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000824F09,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000901F06,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000957F11,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000971F11,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0000983F11,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0001062G03,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0001071G03,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0001208B05,TX006202,47325,9.3,mM,9.3,uM,86.2
TP0001293G05,TX006202,47325,9.3,mM,9.3,uM,86.2
T05_1E09,TX006203,47311,20,mM,20,uM,78.5
TP0000268G05,TX006203,47311,20,mM,20,uM,78.5
TP0000294G05,TX006203,47311,20,mM,20,uM,78.5
TP0000323A11,TX006203,47311,20,mM,20,uM,78.5
TP0000377G05,TX006203,47311,20,mM,20,uM,78.5
TP0000378G05,TX006203,47311,20,mM,20,uM,78.5
TP0000818E03,TX006203,47311,20,mM,20,uM,78.5
TP0000881A12,TX006203,47311,20,mM,20,uM,78.5
TP0000958D10,TX006203,47311,20,mM,20,uM,78.5
TP0000972D10,TX006203,47311,20,mM,20,uM,78.5
TP0000984D10,TX006203,47311,20,mM,20,uM,78.5
TP0001057F07,TX006203,47311,20,mM,20,uM,78.5
TP0001066F07,TX006203,47311,20,mM,20,uM,78.5
TP0001208C04,TX006203,47311,20,mM,20,uM,78.5
TP0001290F09,TX006203,47311,20,mM,20,uM,78.5
T05_1E10,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000268A01,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000294A01,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000319A09,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000377A01,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000378A01,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000817D11,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000900F11,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000960G06,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000986B06,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0000987B06,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0001061C02,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0001070C02,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0001206N16,TX006204,47322,18.4,mM,1.84,uM,96.1
TP0001292H12,TX006204,47322,18.4,mM,1.84,uM,96.1
T05_1E11,TX006205,23719,20,mM,2,uM,104.2
TP0000397B10,TX006205,23719,20,mM,2,uM,104.2
TP0000447B10,TX006205,23719,20,mM,2,uM,104.2
TP0000448B10,TX006205,23719,20,mM,2,uM,104.2
TP0000461D01,TX006205,23719,20,mM,2,uM,104.2
TP0000499A09,TX006205,23719,20,mM,2,uM,104.2
TP0000817H10,TX006205,23719,20,mM,2,uM,104.2
TP0000857A08,TX006205,23719,20,mM,2,uM,104.2
TP0000901H03,TX006205,23719,20,mM,2,uM,104.2
TP0000958H04,TX006205,23719,20,mM,2,uM,104.2
TP0000972H04,TX006205,23719,20,mM,2,uM,104.2
TP0000984H04,TX006205,23719,20,mM,2,uM,104.2
TP0001056F07,TX006205,23719,20,mM,2,uM,104.2
TP0001065F07,TX006205,23719,20,mM,2,uM,104.2
TP0001119B10,TX006205,23719,20,mM,2,uM,104.2
TP0001206J01,TX006205,23719,20,mM,2,uM,104.2
TP0001292A06,TX006205,23719,20,mM,2,uM,104.2
T05_1E12,TX006206,47318,20,mM,20,uM,100.1
TP0000268C12,TX006206,47318,20,mM,20,uM,100.1
TP0000294C12,TX006206,47318,20,mM,20,uM,100.1
TP0000329A09,TX006206,47318,20,mM,20,uM,100.1
TP0000377C12,TX006206,47318,20,mM,20,uM,100.1
TP0000379C06,TX006206,47318,20,mM,20,uM,100.1
TP0000687A04,TX006206,47318,20,mM,20,uM,100.1
TP0000825B03,TX006206,47318,20,mM,20,uM,100.1
TP0000901D11,TX006206,47318,20,mM,20,uM,100.1
TP0000949B10,TX006206,47318,20,mM,20,uM,100.1
TP0000963B10,TX006206,47318,20,mM,20,uM,100.1
TP0000975B10,TX006206,47318,20,mM,20,uM,100.1
TP0001058D06,TX006206,47318,20,mM,20,uM,100.1
TP0001067D06,TX006206,47318,20,mM,20,uM,100.1
TP0001206O05,TX006206,47318,20,mM,20,uM,100.1
TP0001293B06,TX006206,47318,20,mM,20,uM,100.1
T05_1F01,TX006207,47310,20,mM,20,uM,95.6
TP0000268A05,TX006207,47310,20,mM,20,uM,95.6
TP0000294A05,TX006207,47310,20,mM,20,uM,95.6
TP0000323A04,TX006207,47310,20,mM,20,uM,95.6
TP0000377A05,TX006207,47310,20,mM,20,uM,95.6
TP0000378A05,TX006207,47310,20,mM,20,uM,95.6
TP0000689A08,TX006207,47310,20,mM,20,uM,95.6
TP0000815C08,TX006207,47310,20,mM,20,uM,95.6
TP0000905B09,TX006207,47310,20,mM,20,uM,95.6
TP0000956A02,TX006207,47310,20,mM,20,uM,95.6
TP0000970A02,TX006207,47310,20,mM,20,uM,95.6
TP0000982A02,TX006207,47310,20,mM,20,uM,95.6
TP0001056D10,TX006207,47310,20,mM,20,uM,95.6
TP0001065D10,TX006207,47310,20,mM,20,uM,95.6
TP0001206F22,TX006207,47310,20,mM,20,uM,95.6
TP0001292G07,TX006207,47310,20,mM,20,uM,95.6
T05_1F02,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000268G03,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000294G03,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000322A03,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000377G03,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000378G03,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000821E06,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000880D11,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000958G04,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000972G04,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0000984G04,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0001054H02,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0001063H02,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0001207M09,TX006208,47313,13.5,mM,13.5,uM,100.1
TP0001290B02,TX006208,47313,13.5,mM,13.5,uM,100.1
T05_1F03,TX006209,47312,20,mM,20,uM,96.4
TP0000268A10,TX006209,47312,20,mM,20,uM,96.4
TP0000294A10,TX006209,47312,20,mM,20,uM,96.4
TP0000327A09,TX006209,47312,20,mM,20,uM,96.4
TP0000377A10,TX006209,47312,20,mM,20,uM,96.4
TP0000379A04,TX006209,47312,20,mM,20,uM,96.4
TP0000822B01,TX006209,47312,20,mM,20,uM,96.4
TP0000881B05,TX006209,47312,20,mM,20,uM,96.4
TP0000956B02,TX006209,47312,20,mM,20,uM,96.4
TP0000970B02,TX006209,47312,20,mM,20,uM,96.4
TP0000982B02,TX006209,47312,20,mM,20,uM,96.4
TP0001058H09,TX006209,47312,20,mM,20,uM,96.4
TP0001067H09,TX006209,47312,20,mM,20,uM,96.4
TP0001208N05,TX006209,47312,20,mM,20,uM,96.4
TP0001293C06,TX006209,47312,20,mM,20,uM,96.4
T05_1F04,TX006210,47324,20,mM,20,uM,95
TP0000268B07,TX006210,47324,20,mM,20,uM,95
TP0000294B07,TX006210,47324,20,mM,20,uM,95
TP0000325A03,TX006210,47324,20,mM,20,uM,95
TP0000377B07,TX006210,47324,20,mM,20,uM,95
TP0000379B01,TX006210,47324,20,mM,20,uM,95
TP0000814H09,TX006210,47324,20,mM,20,uM,95
TP0000901E01,TX006210,47324,20,mM,20,uM,95
TP0000956G03,TX006210,47324,20,mM,20,uM,95
TP0000970G03,TX006210,47324,20,mM,20,uM,95
TP0000982G03,TX006210,47324,20,mM,20,uM,95
TP0001059D11,TX006210,47324,20,mM,20,uM,95
TP0001068D11,TX006210,47324,20,mM,20,uM,95
TP0001207L04,TX006210,47324,20,mM,20,uM,95
TP0001292G04,TX006210,47324,20,mM,20,uM,95
T05_1F05,TX006211,47315,20,mM,20,uM,101.7
TP0000268G09,TX006211,47315,20,mM,20,uM,101.7
TP0000294G09,TX006211,47315,20,mM,20,uM,101.7
TP0000327A07,TX006211,47315,20,mM,20,uM,101.7
TP0000377G09,TX006211,47315,20,mM,20,uM,101.7
TP0000379G03,TX006211,47315,20,mM,20,uM,101.7
TP0000697A04,TX006211,47315,20,mM,20,uM,101.7
TP0000818F04,TX006211,47315,20,mM,20,uM,101.7
TP0000902G12,TX006211,47315,20,mM,20,uM,101.7
TP0000958C02,TX006211,47315,20,mM,20,uM,101.7
TP0000972C02,TX006211,47315,20,mM,20,uM,101.7
TP0000984C02,TX006211,47315,20,mM,20,uM,101.7
TP0001059H10,TX006211,47315,20,mM,20,uM,101.7
TP0001068H10,TX006211,47315,20,mM,20,uM,101.7
TP0001206H01,TX006211,47315,20,mM,20,uM,101.7
T05_2A01,TX006212,47327,20,mM,20,uM,95.3
TP0000268C02,TX006212,47327,20,mM,20,uM,95.3
TP0000294C02,TX006212,47327,20,mM,20,uM,95.3
TP0000320A10,TX006212,47327,20,mM,20,uM,95.3
TP0000377C02,TX006212,47327,20,mM,20,uM,95.3
TP0000378C02,TX006212,47327,20,mM,20,uM,95.3
TP0000820G04,TX006212,47327,20,mM,20,uM,95.3
TP0000901F02,TX006212,47327,20,mM,20,uM,95.3
TP0000956E09,TX006212,47327,20,mM,20,uM,95.3
TP0000970E09,TX006212,47327,20,mM,20,uM,95.3
TP0000982E09,TX006212,47327,20,mM,20,uM,95.3
TP0001055D10,TX006212,47327,20,mM,20,uM,95.3
TP0001064D10,TX006212,47327,20,mM,20,uM,95.3
