spid,spid_legacy,chid,stkc,stkc_unit,tested_conc_unit,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC1_MTT,CONC2_MTT,CONC3_MTT,CONC4_MTT,CONC5_MTT,CONC6_MTT
TP0000883B02,BF00128086,24175,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.3,85.75,87.94,103.05,102.31,99.39
TP0000886I04,BF00128086,24175,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.3,85.75,87.94,103.05,102.31,99.39
TP0000884F10,BF00128087,32572,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.85,100.43,94.25,94.93,90.68,88.56
TP0000886J20,BF00128087,32572,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.85,100.43,94.25,94.93,90.68,88.56
TP0000883D01,BF00128090,34956,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.87,102.08,100.59,101.09,98.11,100.88
TP0000886M02,BF00128090,34956,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.87,102.08,100.59,101.09,98.11,100.88
TP0000882H06,BF00128091,24304,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.78,103.37,103.82,96.4,102.47,108.55
TP0000886E12,BF00128091,24304,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.78,103.37,103.82,96.4,102.47,108.55
TP0000882F04,BF00128092,32628,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,97.74,102.67,92.93,103.66,93.67,92.07
TP0000886M07,BF00128092,32628,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,97.74,102.67,92.93,103.66,93.67,92.07
TP0000882F08,BF00128096,32601,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,116.27,115.2,116.63,92.04,99.44,93
TP0000886M15,BF00128096,32601,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,116.27,115.2,116.63,92.04,99.44,93
TP0000883D09,BF00128097,20855,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,86.71,97.53,104.25,86.78,102.26,101.73
TP0000886M18,BF00128097,20855,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,86.71,97.53,104.25,86.78,102.26,101.73
TP0000884D10,BF00128099,32355,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.07,103.49,97.83,96.01,98.03,92.27
TP0000886F20,BF00128099,32355,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.07,103.49,97.83,96.01,98.03,92.27
TP0000883E01,BF00128101,23998,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,98.89,104.14,101.23,100.31,100.31,101.44
TP0000886D01,BF00128101,23998,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,98.89,104.14,101.23,100.31,100.31,101.44
TP0000883G02,BF00128102,24241,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,100.28,105.97,100,97.09,96.59,96.59
TP0000886H03,BF00128102,24241,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,100.28,105.97,100,97.09,96.59,96.59
TP0000884D09,BF00128105,20620,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,69.93,91.56,92.98,91.06,94.59,89.94
TP0000886F18,BF00128105,20620,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,69.93,91.56,92.98,91.06,94.59,89.94
TP0000882C03,BF00128108,32613,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.29,100.81,98.5,104.05,103.82,105.9
TP0000886G05,BF00128108,32613,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.29,100.81,98.5,104.05,103.82,105.9
TP0000884E08,BF00128109,24272,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.56,99.95,102.81,105.77,101.64,93.28
TP0000886H16,BF00128109,24272,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.56,99.95,102.81,105.77,101.64,93.28
TP0000884F04,BF00128112,23897,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,82.19,83.86,98.59,102.04,105.27,105.27
TP0000886J08,BF00128112,23897,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,82.19,83.86,98.59,102.04,105.27,105.27
TP0000883G10,BF00128116,34872,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.82,93.6,94.39,96.53,95.81,95.74
TP0000886H19,BF00128116,34872,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.82,93.6,94.39,96.53,95.81,95.74
TP0000882F03,BF00128119,34676,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.56,100.46,103.55,107.22,100.11,102.41
TP0000886M05,BF00128119,34676,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.56,100.46,103.55,107.22,100.11,102.41
TP0000882H03,BF00128121,32547,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.4,85.67,90.49,97.36,93.92,96.56
TP0000886E06,BF00128121,32547,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.4,85.67,90.49,97.36,93.92,96.56
TP0000882A05,BF00128129,24211,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.19,108.34,110.44,102.42,96.26,96.14
TP0000886C09,BF00128129,24211,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.19,108.34,110.44,102.42,96.26,96.14
TP0000885B02,BF00128132,24154,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.14,95.78,104.03,100.75,107.42,100.87
TP0000887C04,BF00128132,24154,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.14,95.78,104.03,100.75,107.42,100.87
TP0000883G01,BF00128133,23999,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.61,100.02,100.81,100.52,96.61,96.9
TP0000886H01,BF00128133,23999,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.61,100.02,100.81,100.52,96.61,96.9
TP0000883G06,BF00128136,20247,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.12,111.83,106.83,105.66,100.22,98.82
TP0000886H11,BF00128136,20247,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.12,111.83,106.83,105.66,100.22,98.82
TP0000883B08,BF00128139,20446,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.75,97.18,107.21,101.12,101.41,100.05
TP0000886I16,BF00128139,20446,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.75,97.18,107.21,101.12,101.41,100.05
TP0000883A04,BF00128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.06,108.76,107.46,106.67,102.71,105.09
TP0000886L07,BF00128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,110.06,108.76,107.46,106.67,102.71,105.09
TP0000883C03,BF00128141,22361,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,83,96.56,97.85,101.22,97.99,98.49
TP0000886K06,BF00128141,22361,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,83,96.56,97.85,101.22,97.99,98.49
TP0000883E02,BF00128144,32442,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.73,97.58,91.81,103.11,90.89,96.89
TP0000886D03,BF00128144,32442,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.73,97.58,91.81,103.11,90.89,96.89
TP0000883C01,BF00128145,32569,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,104.86,105.35,103.22,102.01,104.36,106.49
TP0000886K02,BF00128145,32569,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,104.86,105.35,103.22,102.01,104.36,106.49
TP0000885B05,BF00128146,24299,100,mM,uM,1,0.33,0.11,0.04,0.01,0,134.34,130.33,115.79,127.32,123.81,126.07
TP0000887C10,BF00128146,24299,100,mM,uM,1,0.33,0.11,0.04,0.01,0,134.34,130.33,115.79,127.32,123.81,126.07
TP0000883B12,BF00128147,34212,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.29,103.1,105.73,106.08,103.81,104.73
TP0000886I24,BF00128147,34212,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.29,103.1,105.73,106.08,103.81,104.73
TP0000882B05,BF00128169,24242,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,124.68,116.88,106.49,95.89,94.37,96.75
TP0000886E09,BF00128169,24242,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,124.68,116.88,106.49,95.89,94.37,96.75
TP0000884F06,BF00128171,32352,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.81,98.59,99.84,109.24,103.5,96.19
TP0000886J12,BF00128171,32352,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.81,98.59,99.84,109.24,103.5,96.19
TP0000882B01,BF00128172,37495,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,532.89,546.65,597.92,582.91,552.9,544.77
TP0000886E01,BF00128172,37495,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,532.89,546.65,597.92,582.91,552.9,544.77
TP0000882B01,BF00128172,37495,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,113.42,106.28,108.44,99.35,92.86,104.76
TP0000886E01,BF00128172,37495,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,113.42,106.28,108.44,99.35,92.86,104.76
TP0000882E04,BF00128175,20407,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.81,96.51,96.01,99.1,93.92,94.9
TP0000886K07,BF00128175,20407,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.81,96.51,96.01,99.1,93.92,94.9
TP0000883G05,BF00128176,24234,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.33,98.68,98.9,96.38,96.38,95.37
TP0000886H09,BF00128176,24234,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.33,98.68,98.9,96.38,96.38,95.37
TP0000884A08,BF00128178,32356,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.11,101.32,107.36,105.35,99.31,95.92
TP0000886L15,BF00128178,32356,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.11,101.32,107.36,105.35,99.31,95.92
TP0000882H05,BF00128179,32667,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,131.9,102.28,114.68,112.15,105.82,125.06
TP0000886E10,BF00128179,32667,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,131.9,102.28,114.68,112.15,105.82,125.06
TP0000884H01,BF00128182,22341,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.82,102.39,94.35,95.4,96.55,98.37
TP0000886N02,BF00128182,22341,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.82,102.39,94.35,95.4,96.55,98.37
TP0000884C04,BF00128187,34545,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.92,97.41,95.11,100.29,100.1,97.61
TP0000886D08,BF00128187,34545,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.92,97.41,95.11,100.29,100.1,97.61
TP0000884D11,BF00128190,34961,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.96,97.92,96.19,98.79,95.8,98.99
TP0000886F22,BF00128190,34961,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.96,97.92,96.19,98.79,95.8,98.99
TP0000883E07,BF00128192,24235,100,mM,uM,1,0.33,0.11,0.04,0.01,0,97.04,101.12,105.85,99.04,106.42,100.84
TP0000886D13,BF00128192,24235,100,mM,uM,1,0.33,0.11,0.04,0.01,0,97.04,101.12,105.85,99.04,106.42,100.84
TP0000883B07,BF00128194,34948,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,92.65,100.37,101.84,103.82,101.76,100.81
TP0000886I14,BF00128194,34948,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,92.65,100.37,101.84,103.82,101.76,100.81
TP0000882F11,BF00128195,24151,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.03,95.93,102.57,99.04,92.83,108.24
TP0000886M21,BF00128195,24151,100,mM,uM,1,0.33,0.11,0.04,0.01,0,102.03,95.93,102.57,99.04,92.83,108.24
TP0000882H12,BF00128196,24159,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,71.25,86.06,91.26,96.12,103.35,99.62
TP0000886E24,BF00128196,24159,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,71.25,86.06,91.26,96.12,103.35,99.62
TP0000882D12,BF00128197,32577,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,102.78,92.29,103.96,104.6,87.8,100.75
TP0000886I23,BF00128197,32577,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,102.78,92.29,103.96,104.6,87.8,100.75
TP0000883D08,BF00128200,23881,20.1,mM,uM,20.1,6.7,2.23,0.74,0.25,0.08,97.4,102.77,103.13,98.33,100.55,97.18
TP0000886M16,BF00128200,23881,20.1,mM,uM,20.1,6.7,2.23,0.74,0.25,0.08,97.4,102.77,103.13,98.33,100.55,97.18
TP0000883A07,BF00128201,21337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,73.57,84.04,96.71,97.2,101.83,99.15
TP0000886G14,BF00128201,21337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,73.57,84.04,96.71,97.2,101.83,99.15
TP0000882A04,BF00128208,21975,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.74,96.33,97.94,101.49,103.55,96.22
TP0000886C07,BF00128208,21975,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.74,96.33,97.94,101.49,103.55,96.22
TP0000885B11,BF00128211,20242,100,mM,uM,1,0.33,0.11,0.04,0.01,0,98.39,102.78,102.12,99.49,103.54,100.69
TP0000887C22,BF00128211,20242,100,mM,uM,1,0.33,0.11,0.04,0.01,0,98.39,102.78,102.12,99.49,103.54,100.69
TP0000882C02,BF00128215,32549,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,121.62,101.04,86.01,98.96,90.17,93.64
TP0000886G03,BF00128215,32549,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,121.62,101.04,86.01,98.96,90.17,93.64
TP0000883H09,BF00128218,32552,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,95.32,96.17,97.17,98.81,97.67,96.6
TP0000886J17,BF00128218,32552,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,95.32,96.17,97.17,98.81,97.67,96.6
TP0000882A10,BF00128220,24315,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,107.09,113.4,100.08,93.3,99.38,106.27
TP0000886C19,BF00128220,24315,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,107.09,113.4,100.08,93.3,99.38,106.27
TP0000884C02,BF00128224,24337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,77.49,96.46,90.13,96.65,94.44,92.15
TP0000886D04,BF00128224,24337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,77.49,96.46,90.13,96.65,94.44,92.15
TP0000882G01,BF00128225,32372,100,mM,uM,1,0.33,0.11,0.04,0.01,0,138.73,132.66,124.3,117.47,100,113.67
TP0000886C02,BF00128225,32372,100,mM,uM,1,0.33,0.11,0.04,0.01,0,138.73,132.66,124.3,117.47,100,113.67
TP0000882A08,BF00128228,20420,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.24,103.02,110.9,88.1,99.08,96.94
TP0000886C15,BF00128228,20420,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.24,103.02,110.9,88.1,99.08,96.94
TP0000883G11,BF00128232,34465,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.48,100.62,101.04,100.76,100.9,100.05
TP0000886H21,BF00128232,34465,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,98.48,100.62,101.04,100.76,100.9,100.05
TP0000883A11,BF00128233,34664,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,91.03,93.17,97.88,99.95,98.74,95.1
TP0000886G22,BF00128233,34664,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,91.03,93.17,97.88,99.95,98.74,95.1
TP0000883A05,BF00128235,24270,100,mM,uM,1,0.33,0.11,0.04,0.01,0,98.54,94.72,98.68,99.54,97.38,96.66
TP0000886G10,BF00128235,24270,100,mM,uM,1,0.33,0.11,0.04,0.01,0,98.54,94.72,98.68,99.54,97.38,96.66
TP0000883E03,BF00128238,32553,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,82.79,66.94,80.93,96.27,97.56,101
TP0000886D05,BF00128238,32553,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,82.79,66.94,80.93,96.27,97.56,101
TP0000883H01,BF00128240,20370,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,103.2,108.03,102.49,102.56,100.28,101.7
TP0000886J01,BF00128240,20370,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,103.2,108.03,102.49,102.56,100.28,101.7
TP0000884D05,BF00128241,20089,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,83.13,102.98,107.47,111.54,101.72,99.95
TP0000886F10,BF00128241,20089,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,83.13,102.98,107.47,111.54,101.72,99.95
TP0000883H10,BF00128244,22020,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,88.61,93.53,98.03,96.67,95.1,94.46
TP0000886J19,BF00128244,22020,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,88.61,93.53,98.03,96.67,95.1,94.46
TP0000884G12,BF00128246,23990,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.6,104.38,103.13,108.76,106.15,103.65
TP0000886L24,BF00128246,23990,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.6,104.38,103.13,108.76,106.15,103.65
TP0000882E07,BF00128247,20022,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.59,107.68,117.11,96.1,107.8,104.81
TP0000886K13,BF00128247,20022,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.59,107.68,117.11,96.1,107.8,104.81
TP0000882H07,BF00128251,24239,100,mM,uM,1,0.33,0.11,0.04,0.01,0,94.28,91.35,92.57,91.35,102.8,105.72
TP0000886E14,BF00128251,24239,100,mM,uM,1,0.33,0.11,0.04,0.01,0,94.28,91.35,92.57,91.35,102.8,105.72
TP0000882A01,BF00128256,23869,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,452.24,479.12,572.28,556.65,504.13,522.26
TP0000886C01,BF00128256,23869,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,452.24,479.12,572.28,556.65,504.13,522.26
TP0000882A01,BF00128256,23869,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,84.42,94.81,87.23,78.14,78.35,95.02
TP0000886C01,BF00128256,23869,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,84.42,94.81,87.23,78.14,78.35,95.02
TP0000884D04,BF00128257,22292,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,79.88,89.02,86.79,93.09,100,96.75
TP0000886F08,BF00128257,22292,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,79.88,89.02,86.79,93.09,100,96.75
TP0000884G07,BF00128259,24259,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,115.62,109.79,107.78,101.11,98.46,99.31
TP0000886L14,BF00128259,24259,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,115.62,109.79,107.78,101.11,98.46,99.31
TP0000883E05,BF00128263,20628,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.91,98.32,101.85,99.04,99.69,99.83
TP0000886D09,BF00128263,20628,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.91,98.32,101.85,99.04,99.69,99.83
TP0000883H02,BF00128264,34816,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.54,100.36,99.93,104.8,102.51,102.51
TP0000886J03,BF00128264,34816,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.54,100.36,99.93,104.8,102.51,102.51
TP0000883A02,BF00128266,32470,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,87.5,96.24,92.54,92.61,92.68,96.38
TP0000886G04,BF00128266,32470,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,87.5,96.24,92.54,92.61,92.68,96.38
TP0000885B07,BF00128268,32548,100,mM,uM,1,0.33,0.11,0.04,0.01,0,108.61,108.5,81.28,104.8,85.89,101.92
TP0000887C14,BF00128268,32548,100,mM,uM,1,0.33,0.11,0.04,0.01,0,108.61,108.5,81.28,104.8,85.89,101.92
TP0000882D01,BF00128270,32640,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,108.9,92.02,93.41,98.27,96.88,107.98
TP0000886I01,BF00128270,32640,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,108.9,92.02,93.41,98.27,96.88,107.98
TP0000884A10,BF00128271,34871,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.1,97.63,94.49,94.39,96.72,86.41
TP0000886L19,BF00128271,34871,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.1,97.63,94.49,94.39,96.72,86.41
TP0000883E09,BF00128272,23951,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.1,98.83,103.48,83.66,101.35,100.81
TP0000886D17,BF00128272,23951,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.1,98.83,103.48,83.66,101.35,100.81
TP0000884H06,BF00128273,24163,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,94.31,103.25,89.23,94.31,98.98,98.58
TP0000886N12,BF00128273,24163,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,94.31,103.25,89.23,94.31,98.98,98.58
TP0000882B10,BF00128274,32354,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,112.99,104.76,102.6,98.27,93.51,111.47
TP0000886E19,BF00128274,32354,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,112.99,104.76,102.6,98.27,93.51,111.47
TP0000883F05,BF00128278,20160,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.19,109.34,99.88,107.27,99.88,110.96
TP0000886F09,BF00128278,20160,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.19,109.34,99.88,107.27,99.88,110.96
TP0000883F02,BF00128279,21151,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.06,103.27,97.94,98.93,94.32,98.3
TP0000886F03,BF00128279,21151,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.06,103.27,97.94,98.93,94.32,98.3
TP0000883H03,BF00128281,24109,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,74.69,95.63,98.78,98.78,96.49,97.78
TP0000886J05,BF00128281,24109,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,74.69,95.63,98.78,98.78,96.49,97.78
TP0000882D10,BF00128282,20819,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.3,104.17,107.67,92.95,96.11,103.12
TP0000886I19,BF00128282,20819,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.3,104.17,107.67,92.95,96.11,103.12
TP0000884F12,BF00128283,20791,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.37,105.11,100.1,108.65,105.11,97.39
TP0000886J24,BF00128283,20791,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,94.37,105.11,100.1,108.65,105.11,97.39
TP0000884G11,BF00128285,32611,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.06,109.13,100.24,96.19,96.67,99.28
TP0000886L22,BF00128285,32611,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.06,109.13,100.24,96.19,96.67,99.28
TP0000882G12,BF00128286,24102,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.92,93.29,95.78,99.4,96.35,98.27
TP0000886C24,BF00128286,24102,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.92,93.29,95.78,99.4,96.35,98.27
TP0000884E11,BF00128291,34392,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,80.89,95.12,89.63,86.38,95.73,98.98
TP0000886H22,BF00128291,34392,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,80.89,95.12,89.63,86.38,95.73,98.98
TP0000882E02,BF00128292,21166,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,126.71,100.58,98.73,107.51,103.35,114.45
TP0000886K03,BF00128292,21166,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,126.71,100.58,98.73,107.51,103.35,114.45
TP0000885B04,BF00128295,24160,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,94.77,105.27,96.04,99.73,95.35,111.61
TP0000887C08,BF00128295,24160,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,94.77,105.27,96.04,99.73,95.35,111.61
TP0000883D06,BF00128296,20794,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,100.96,113.3,108.89,109.92,105.66,102.72
TP0000886M12,BF00128296,20794,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,100.96,113.3,108.89,109.92,105.66,102.72
TP0000882G08,BF00128299,20347,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.11,106.27,92.6,93.42,100.08,109.66
TP0000886C16,BF00128299,20347,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.11,106.27,92.6,93.42,100.08,109.66
TP0000883F08,BF00128300,32327,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.97,117.74,115.61,91.74,102.64,106.53
TP0000886F15,BF00128300,32327,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.97,117.74,115.61,91.74,102.64,106.53
TP0000885B08,BF00128301,20122,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,99.38,101.79,107.38,95.44,104.53,98.39
TP0000887C16,BF00128301,20122,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,99.38,101.79,107.38,95.44,104.53,98.39
TP0000883H12,BF00128302,32337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,26.89,83.36,99.34,101.47,97.99,97.35
TP0000886J23,BF00128302,32337,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,26.89,83.36,99.34,101.47,97.99,97.35
TP0000882C06,BF00128303,32405,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,88.19,95.39,96.74,89.76,98.76,103.26
TP0000886G11,BF00128303,32405,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,88.19,95.39,96.74,89.76,98.76,103.26
TP0000885A08,BF00128306,32519,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,87.51,102.84,91.31,101.92,95.23,101.11
TP0000887C15,BF00128306,32519,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,87.51,102.84,91.31,101.92,95.23,101.11
TP0000884C11,BF00128312,24206,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.63,100.24,95.61,94.16,97.25,96.19
TP0000886D22,BF00128312,24206,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.63,100.24,95.61,94.16,97.25,96.19
TP0000884A07,BF00128313,24266,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.39,97.83,101.32,101.43,94.02,98.78
TP0000886L13,BF00128313,24266,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.39,97.83,101.32,101.43,94.02,98.78
TP0000883D02,BF00128318,32615,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.65,97.58,88.81,93.66,95.27,97.81
TP0000886M04,BF00128318,32615,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.65,97.58,88.81,93.66,95.27,97.81
TP0000882F12,BF00128322,32554,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,79.28,98.27,99.51,102.9,107.31,95.21
TP0000886M23,BF00128322,32554,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,79.28,98.27,99.51,102.9,107.31,95.21
