spid,spid_legacy,chid,stkc,stkc_unit,tested_conc_unit,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC1_MTT,CONC2_MTT,CONC3_MTT,CONC4_MTT,CONC5_MTT,CONC6_MTT
TP0000786E05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000788G05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000791D05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000795D05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000804A07,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000827E05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000833A04,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000881A11,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000961E05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000963E12,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0000975E12,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001056A02,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001065A02,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001150A10,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001208G05,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001292F11,TX011664,48175,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.25,95.75,102.21,100.74,94.77,103.76
TP0001221B08,TX011905,47727,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,147.76,150.94,150.94,142.45,139.98,129.95
TP0000958C10,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0000972C10,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0000984C10,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0001041A08,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0001060G01,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0001069G01,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0001119B09,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0001206P16,TX012209,24882,20,mM,uM,0.2,0.07,0.02,0.01,0,0,79.26,91.61,100.11,101.32,93.71,107.79
TP0000958F11,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0000972F11,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0000984F11,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0001041C10,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0001055B06,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0001064B06,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0001206I14,TX012211,22364,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.08,94.49,98.73,93.64,90.47,94.7
TP0000786E07,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000788H01,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000791D07,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000795D07,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000804A09,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000827E07,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000833D04,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000900C03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000959A03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000973A03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000985A03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0001062C02,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0001071C02,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0001155A03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0001207K14,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0001290C03,TX012263,48514,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,62.08,89.12,85.45,85.63,91.1,94.77
TP0000790A02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000792A02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000796A02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000799C02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000810A10,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000828C02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000833B05,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000901A12,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000959A07,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000971H12,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000983H12,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0001061A05,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0001070A05,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0001150A02,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0001206H09,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0001290G03,TX012269,48519,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,82.42,103.34,88.99,108.9,92.88,109.01
TP0000786G06,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000789C06,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000791F06,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000795F06,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000807A04,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000827G06,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000833C05,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000903F05,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000959D11,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000970D01,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000982D01,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0001060D02,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0001069D02,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0001154A08,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0001206O07,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0001293B02,TX012274,48510,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,81.95,93.23,94.69,96,99.13,95.85
TP0000786H04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000789E04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000791G04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000795G04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000808A05,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000827H04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000833F05,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000880H02,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000960C05,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000986G04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0000987G04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001059D06,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001068D06,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001150A07,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001206H07,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001290A04,TX012275,48507,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,98.28,101.87,99.7,97.61,100.9
TP0001179C08,TX012277,41745,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,98.14,99.33,99.17,99.96,101.47,97.58
TP0001182C08,TX012277,41745,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,98.14,99.33,99.17,99.96,101.47,97.58
TP0001219E09,TX012277,41745,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,98.14,99.33,99.17,99.96,101.47,97.58
TP0001179G08,TX012291,37564,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.83,105.15,103.01,101.49,97.67,102.63
TP0001182G08,TX012291,37564,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.83,105.15,103.01,101.49,97.67,102.63
TP0001219B09,TX012291,37564,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.83,105.15,103.01,101.49,97.67,102.63
TP0000882F01,TX012325,34695,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,473.5,544.15,609.17,554.15,502.26,473.5
TP0000886M01,TX012325,34695,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,473.5,544.15,609.17,554.15,502.26,473.5
TP0000882F01,TX012325,34695,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,143.04,132.91,121.77,115.19,104.3,119.75
TP0000886M01,TX012325,34695,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,143.04,132.91,121.77,115.19,104.3,119.75
TP0001141E05,TX012337,47890,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,125.95,136.97,137.8,134.36,120.85,121.45
TP0001181G05,TX012337,47890,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,125.95,136.97,137.8,134.36,120.85,121.45
TP0001221F12,TX012337,47890,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,125.95,136.97,137.8,134.36,120.85,121.45
TP0000816F07,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0000882E05,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0000886K09,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0000949E02,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0000963E02,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0000975E02,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0001043D09,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0001194H03,TX012606,22325,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.68,109.11,104.5,90.33,106.86,110.35
TP0001221B02,TX012623,23810,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,152.12,158.96,145.28,138.44,131.13,124.88
TP0001221D02,TX012628,44605,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,117.12,132.02,123.16,116.92,107.15,103.93
TP0001220G11,TX012641,34624,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,81.27,96.33,100.42,100.72,97.62,94.59
TP0001220E12,TX012654,51493,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,102.93,117.17,127.61,119.59,116.65,106.9
TP0001221E01,TX012659,22012,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,116.11,125.08,125.68,118.63,109.47,108.46
TP0001179D09,TX012670,32192,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,102.35,110.27,104.37,100.63,96.83,102.13
TP0001182D09,TX012670,32192,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,102.35,110.27,104.37,100.63,96.83,102.13
TP0001223A05,TX012670,32192,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,102.35,110.27,104.37,100.63,96.83,102.13
TP0001221H07,TX013434,43903,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,129.38,142.3,135.66,140.64,129.5,123.58
TP0001219E05,TX013527,52619,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.94,95.92,98.77,99.09,100.36,97.9
TP0001222E12,TX013532,52585,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,91.32,117.4,125.43,118.69,105.01,107.59
TP0001222D11,TX013541,38827,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,107.43,109.02,109.73,106.45,103.98,98.59
TP0001180E05,TX013549,44338,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.63,101.41,101.48,101.04,101.78,96.22
TP0001183E05,TX013549,44338,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.63,101.41,101.48,101.04,101.78,96.22
TP0001219A08,TX013549,44338,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.63,101.41,101.48,101.04,101.78,96.22
TP0001180C11,TX013756,52571,10.7,mM,uM,10.7,3.57,1.19,0.4,0.13,0.04,93.11,102,102,100.15,98.96,92.74
TP0001183C11,TX013756,52571,10.7,mM,uM,10.7,3.57,1.19,0.4,0.13,0.04,93.11,102,102,100.15,98.96,92.74
TP0001219A10,TX013756,52571,10.7,mM,uM,10.7,3.57,1.19,0.4,0.13,0.04,93.11,102,102,100.15,98.96,92.74
TP0001179H04,TX014271,20110,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,110.52,128.38,124.49,113.09,112.56,100.53
TP0001182H04,TX014271,20110,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,110.52,128.38,124.49,113.09,112.56,100.53
TP0001222D03,TX014271,20110,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,110.52,128.38,124.49,113.09,112.56,100.53
TP0001179C12,TX014272,46448,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,91.52,90.78,95.76,93.31,88.34,89.89
TP0001182C12,TX014272,46448,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,91.52,90.78,95.76,93.31,88.34,89.89
TP0001222C03,TX014272,46448,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,91.52,90.78,95.76,93.31,88.34,89.89
TP0001180B07,TX014277,46488,9.2,mM,uM,0.92,0.31,0.1,0.03,0.01,0,95.55,96.3,97.38,97.05,97.96,96.47
TP0001183B07,TX014277,46488,9.2,mM,uM,0.92,0.31,0.1,0.03,0.01,0,95.55,96.3,97.38,97.05,97.96,96.47
TP0001222B03,TX014277,46488,9.2,mM,uM,0.92,0.31,0.1,0.03,0.01,0,95.55,96.3,97.38,97.05,97.96,96.47
TP0001220C02,TX014279,29171,99.8,mM,uM,99.8,33.27,11.09,3.7,1.23,0.41,117.01,127.79,126.83,123.63,124.05,116.05
TP0001220B02,TX014280,51575,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.09,106.64,101.09,101.87,109.25,111.68
TP0001221B09,TX014360,20881,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,112.49,126.79,125.08,117.22,111.78,109.67
TP0001221E09,TX014364,37502,100,mM,uM,1,0.33,0.11,0.04,0.01,0,118.73,123.36,129.81,130.51,114.1,107.25
TP0001222G12,TX014392,24364,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,112.84,117.6,120.48,118.1,104.02,107.59
TP0001223D03,TX014401,23309,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.39,111.83,109.95,109.48,107.52,105.56
TP0001223G03,TX014415,25648,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.65,106.66,105.02,104.23,103.37,102.59
TP0001220G02,TX014674,52112,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.25,101.86,99.96,105.89,114.47,104.82
TP0001220F03,TX014675,52198,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.43,103.3,100.49,110.44,105.73,101.63
TP0001220H02,TX014676,43910,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.68,98.75,112.37,98.07,99.51,100.19
TP0001220E02,TX014678,51618,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,104.68,114.4,119.08,118.47,110.84,100.43
TP0001220E03,TX014679,51557,99.9,mM,uM,99.9,33.3,11.1,3.7,1.23,0.41,103.04,117.35,122.81,121.86,112.4,101.21
TP0001220D03,TX014680,51944,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,116.61,127.75,135.24,130.24,124.73,112.65
TP0001220C03,TX014681,51525,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,125.55,131.2,131.84,129.28,125.65,122.24
TP0001220F02,TX014712,47769,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.4,113.89,118.64,116.91,121.14,107.51
TP0001220G03,TX014713,47471,100,mM,uM,100.3,33.43,11.14,3.71,1.24,0.41,94.14,103.14,105.71,103.29,97.62,98.45
TP0001220B03,TX014714,25707,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,114.13,129.39,134.19,127.57,122.24,114.45
TP0001220A03,TX014715,21910,100,mM,uM,100.2,33.4,11.13,3.71,1.24,0.41,100.94,98.41,108.87,106.5,99.63,103.96
TP0001220H03,TX014716,47749,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,133.84,143.87,145.52,139.74,119.22,122.05
TP0001181D03,TX014730,51447,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,95.22,99.04,99.96,103.53,103.95,97.8
TP0001221H12,TX014730,51447,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,95.22,99.04,99.96,103.53,103.95,97.8
TP0001222C10,TX014752,24687,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.49,104.73,105.71,100.73,100.82,96.98
TP0001180G01,TX014765,49073,8.4,mM,uM,8.4,2.8,0.93,0.31,0.1,0.03,104.51,109.11,108.49,119.45,104.07,99.12
TP0001183G01,TX014765,49073,8.4,mM,uM,8.4,2.8,0.93,0.31,0.1,0.03,104.51,109.11,108.49,119.45,104.07,99.12
TP0001222E03,TX014765,49073,8.4,mM,uM,8.4,2.8,0.93,0.31,0.1,0.03,104.51,109.11,108.49,119.45,104.07,99.12
TP0001222G09,TX014824,41246,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,25.48,115.72,120.77,115.52,103.12,108.48
TP0001222H09,TX014830,24485,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.08,103.17,104.44,101.53,97.95,101.08
TP0001220E07,TX014833,51996,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.07,117.6,123.21,118.98,119.59,110.27
TP0001220D08,TX014837,41901,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,117.33,134.93,135.55,129.62,122.96,111.82
TP0001220A08,TX014847,32626,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,86.58,103.6,97.87,100.56,105.51,98.48
TP0001220H07,TX014853,52186,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,122.64,143.75,140.09,130.54,128.66,121.46
TP0001220A10,TX014864,21963,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,86.15,100.91,97,99.26,104.91,98.13
TP0001220C10,TX014866,51914,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,117.86,134.62,132.74,126.5,122.44,105.88
TP0001220F11,TX014876,44164,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.32,102.85,100.72,111.58,104.82,101.71
TP0001220E01,TX014877,27789,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.59,119.69,123.85,123.94,113.7,106.33
TP0001220F01,TX014878,38743,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.47,118.64,122.43,122.95,123.12,109.92
TP0001220H01,TX014879,51574,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.35,102.08,106.09,100.34,96.25,101.17
TP0001220G01,TX014880,44416,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.73,101.03,99.51,111.43,110.14,103.08
TP0001220E06,TX014885,36525,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,102.34,115.26,121.08,114.92,107.72,101.99
TP0001220A07,TX014889,21973,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.6,105.27,110.99,109.69,105.35,107.32
TP0001220C07,TX014891,51687,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,121.17,130.67,135.79,130.13,126.72,125.76
TP0001219G03,TX014906,51732,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.08,98.52,106.8,96.39,92.9,96.92
TP0001219B02,TX014913,21450,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,88.59,90.22,91.48,92.81,93.85,94.07
TP0001219C02,TX014914,52042,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.9,106.29,102.63,99.81,98.44,101.49
TP0001219G02,TX014918,51782,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,82.34,82.19,94.42,97.68,93.43,95.56
TP0001219H02,TX014920,51650,100,mM,uM,1,0.33,0.11,0.04,0.01,0,105.56,102.74,99.09,95.93,96.35,98.67
TP0001222A08,TX014971,31458,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.44,100.12,98.46,99.63,99.38,96.47
TP0001222C07,TX015217,38338,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.74,87.93,94.78,97.23,93.88,92.01
TP0001196D11,TX015224,22313,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,99.25,99.75,98.09,100,101.74
TP0001198D11,TX015224,22313,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,99.25,99.75,98.09,100,101.74
TP0001219H05,TX015224,22313,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.27,99.25,99.75,98.09,100,101.74
TP0001221F05,TX015383,41503,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,26.3,54.62,87.56,116.47,116.47,118.25
TP0001196B04,TX015383,41503,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,26.3,54.62,87.56,116.47,116.47,118.25
TP0001198B04,TX015383,41503,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,26.3,54.62,87.56,116.47,116.47,118.25
